"nom","no","premiere_selection","derniere_selection","matchs","points","url"
"Maurice Jeangrand",146,"le 9 avril 1921 contre l'Irlande","le 9 avril 1921 contre l'Irlande",1,0,"https://fr.wikipedia.org//w/index.php?title=Maurice_Jeangrand&action=edit&redlink=1"
"François Cahuc",147,"le 2 janvier 1922 contre l'Écosse","le 2 janvier 1922 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Cahuc"
"Joseph Pascot",148,"le 2 janvier 1922 contre l'Écosse","le 15 mai 1927 contre l'Allemagne",6,3,"https://fr.wikipedia.org//wiki/Joseph_Pascot"
"André Lafond",149,"le 25 février 1922 contre l'Angleterre","le 25 février 1922 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Lafond"
"Roger Ramis",150,"le 25 février 1922 contre l'Angleterre","le 24 février 1923 contre le pays de Galles",3,0,"https://fr.wikipedia.org//wiki/Roger_Ramis"
"Louis Béguet",151,"le 8 avril 1922 contre l'Irlande","le 18 mai 1924 contre les États-Unis",10,32,"https://fr.wikipedia.org//wiki/Louis_B%C3%A9guet"
"Jean Bernon",152,"le 8 avril 1922 contre l'Irlande","le 20 janvier 1923 contre l'Écosse",2,0,"https://fr.wikipedia.org//wiki/Jean_Bernon"
"Albert Etchepare",153,"le 8 avril 1922 contre l'Irlande","le 8 avril 1922 contre l'Irlande",1,0,"https://fr.wikipedia.org//w/index.php?title=Albert_Etchepare&action=edit&redlink=1"
"Noël Sicart",154,"le 8 avril 1922 contre l'Irlande","le 8 avril 1922 contre l'Irlande",1,0,"https://fr.wikipedia.org//w/index.php?title=No%C3%ABl_Sicart&action=edit&redlink=1"
"Jean Bayard",155,"le 20 janvier 1923 contre l'Écosse","le 18 mai 1924 contre les États-Unis",6,0,"https://fr.wikipedia.org//wiki/Jean_Bayard"
"Clément Dupont",156,"le 20 janvier 1923 contre l'Écosse","le 31 décembre 1928 contre l'Irlande",16,0,"https://fr.wikipedia.org//wiki/Cl%C3%A9ment_Dupont"
"Max Lalande",157,"le 20 janvier 1923 contre l'Écosse","le 14 avril 1923 contre l'Irlande",3,3,"https://fr.wikipedia.org//w/index.php?title=Max_Lalande&action=edit&redlink=1"
"Henri Béhotéguy",158,"le 24 février 1923 contre le pays de Galles","le 9 avril 1928 contre le pays de Galles",6,3,"https://fr.wikipedia.org//wiki/Henri_B%C3%A9hot%C3%A9guy"
"Jean Castets",159,"le 24 février 1923 contre le pays de Galles","le 14 avril 1923 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Jean_Castets"
"Jean Etcheberry",160,"le 24 février 1923 contre le pays de Galles","le 15 février 1927 contre l'Allemagne",16,3,"https://fr.wikipedia.org//wiki/Jean_Etcheberry"
"Charles Lacazedieu",161,"le 24 février 1923 contre le pays de Galles","le 19 janvier 1929 contre l'Écosse",5,0,"https://fr.wikipedia.org//wiki/Charles_Lacazedieu"
"André Béhotéguy",162,"le 2 avril 1923 contre l'Angleterre","le 1er avril 1929 contre l'Angleterre",19,28,"https://fr.wikipedia.org//wiki/Andr%C3%A9_B%C3%A9hot%C3%A9guy"
"Marcel Loustau",163,"le 2 avril 1923 contre l'Angleterre","le 2 avril 1923 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Marcel_Loustau"
"Christian Magnanou",164,"le 2 avril 1923 contre l'Angleterre","le 21 avril 1930 contre le pays de Galles",10,4,"https://fr.wikipedia.org//wiki/Christian_Magnanou"
"René Salinié",165,"le 2 avril 1923 contre l'Angleterre","le 2 avril 1923 contre l'Angleterre",1,0,"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Salini%C3%A9&action=edit&redlink=1"
"Georges Fargues[Note 9]",166,"le 14 avril 1923 contre l'Irlande","le 14 avril 1923 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Georges_Fargues"
"Edmond Besset",167,"le 1er janvier 1924 contre l'Écosse","le 1er janvier 1924 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Edmond_Besset"
"Louis Cluchague",168,"le 1er janvier 1924 contre l'Écosse","le 13 avril 1925 contre l'Angleterre",2,3,"https://fr.wikipedia.org//wiki/Louis_Cluchague"
"Henri Galau",169,"le 1er janvier 1924 contre l'Écosse","le 18 mai 1924 contre les États-Unis",5,6,"https://fr.wikipedia.org//wiki/Henri_Galau"
"Louis Lepatey",170,"le 1er janvier 1924 contre l'Écosse","le 23 février 1924 contre l'Angleterre",3,0,"https://fr.wikipedia.org//wiki/Louis_Lepatey"
"Etienne Piquiral",171,"le 1er janvier 1924 contre l'Écosse","le 25 février 1928 contre l'Angleterre",19,9,"https://fr.wikipedia.org//wiki/Etienne_Piquiral"
"Marcel Besson",172,"le 26 janvier 1924 contre l'Irlande","le 1er janvier 1927 contre l'Irlande",6,3,"https://fr.wikipedia.org//wiki/Marcel_Besson_(rugby_%C3%A0_XV)"
"Jean Danion",173,"le 26 janvier 1924 contre l'Irlande","le 26 janvier 1924 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Jean_Danion"
"Laurent Pardo",174,"le 26 janvier 1924 contre l'Irlande","le 23 février 1924 contre l'Angleterre",2,0,"https://fr.wikipedia.org//w/index.php?title=Laurent_Pardo_(senior)&action=edit&redlink=1"
"Eugène Ribère",175,"le 26 janvier 1924 contre l'Irlande","le 26 mars 1933 contre l'Allemagne",19,24,"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Rib%C3%A8re"
"Jacques Ballarin",176,"le 23 février 1924 contre l'Angleterre","le 24 janvier 1925 contre l'Écosse",3,3,"https://fr.wikipedia.org//wiki/Jacques_Ballarin"
"François Clauzel",177,"le 23 février 1924 contre l'Angleterre","le 28 février 1925 contre le pays de Galles",3,0,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Clauzel"
"Alex Bioussa",178,"le 27 mars 1924 contre le pays de Galles","le 21 avril 1930 contre le pays de Galles",21,9,"https://fr.wikipedia.org//wiki/Alex_Bioussa"
"Étienne Bonnes",179,"le 27 mars 1924 contre le pays de Galles","le 18 mai 1924 contre les États-Unis",3,0,"https://fr.wikipedia.org//wiki/%C3%89tienne_Bonnes"
"Albert Dupouy",180,"le 27 mars 1924 contre le pays de Galles","le 4 mai 1924 contre la Roumanie",2,6,"https://fr.wikipedia.org//wiki/Albert_Dupouy"
"René Araou",181,"le 4 mai 1924 contre la Roumanie","le 4 mai 1924 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Araou"
"Gilbert Gérintès",182,"le 4 mai 1924 contre la Roumanie","le 5 avril 1926 contre le pays de Galles",3,9,"https://fr.wikipedia.org//wiki/Gilbert_G%C3%A9rint%C3%A8s"
"Jean Vaysse",183,"le 18 mai 1924 contre les États-Unis","le 26 décembre 1926 contre la Nouvelle-Zélande",2,0,"https://fr.wikipedia.org//wiki/Jean_Vaysse"
"Marcel Baillette",184,"le 1er janvier 1925 contre l'Irlande","le 17 avril 1932 contre l'Allemagne",17,13,"https://fr.wikipedia.org//wiki/Marcel_Baillette"
"Yves du Manoir",185,"le 1er janvier 1925 contre l'Irlande","le 22 janvier 1927 contre l'Écosse",8,4,"https://fr.wikipedia.org//wiki/Yves_du_Manoir"
"Jean Marcet",186,"le 1er janvier 1925 contre l'Irlande","le 27 février 1926 contre l'Angleterre",7,0,"https://fr.wikipedia.org//w/index.php?title=Jean_Marcet&action=edit&redlink=1"
"André Maury",187,"le 1er janvier 1925 contre l'Irlande","le 27 février 1926 contre l'Angleterre",8,0,"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Maury&action=edit&redlink=1"
"Camille Montade",188,"le 1er janvier 1925 contre l'Irlande","le 5 avril 1926 contre le pays de Galles",5,0,"https://fr.wikipedia.org//wiki/Camille_Montade"
"René Halet",189,"le 18 janvier 1925 contre la Nouvelle-Zélande","le 28 février 1925 contre le pays de Galles",3,0,"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Halet&action=edit&redlink=1"
"Auguste Laurent",190,"le 18 janvier 1925 contre la Nouvelle-Zélande","le 5 avril 1926 contre le pays de Galles",5,0,"https://fr.wikipedia.org//w/index.php?title=Auguste_Laurent_(rugby_%C3%A0_XV)&action=edit&redlink=1"
"Jean Ducousso",191,"le 24 janvier 1925 contre l'Écosse","le 13 avril 1925 contre l'Angleterre",3,4,"https://fr.wikipedia.org//w/index.php?title=Jean_Ducousso&action=edit&redlink=1"
"François Raymond",192,"le 24 janvier 1925 contre l'Écosse","le 28 janvier 1928 contre l'Irlande",3,0,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Raymond"
"Fernand Barthe",193,"le 28 février 1925 contre le pays de Galles","le 13 avril 1925 contre l'Angleterre",2,3,"https://fr.wikipedia.org//wiki/Fernand_Barthe"
"Adolphe Bringeon",194,"le 28 février 1925 contre le pays de Galles","le 28 février 1925 contre le pays de Galles",1,0,"https://fr.wikipedia.org//wiki/Adolphe_Bringeon"
"Robert Levasseur",195,"le 28 février 1925 contre le pays de Galles","le 13 avril 1925 contre l'Angleterre",2,0,"https://fr.wikipedia.org//wiki/Robert_Levasseur"
"Léon Chapuy",196,"le 2 janvier 1926 contre l'Écosse","le 2 janvier 1926 contre l'Écosse",1,0,"https://fr.wikipedia.org//w/index.php?title=L%C3%A9on_Chapuy&action=edit&redlink=1"
"Louis Destarac",197,"le 2 janvier 1926 contre l'Écosse","le 15 mai 1927 contre l'Allemagne",9,10,"https://fr.wikipedia.org//wiki/Louis_Destarac"
"Roger Llari",198,"le 2 janvier 1926 contre l'Écosse","le 2 janvier 1926 contre l'Écosse",1,0,"https://fr.wikipedia.org//w/index.php?title=Roger_Llari&action=edit&redlink=1"
"Alphonse Puig",199,"le 2 janvier 1926 contre l'Écosse","le 27 février 1926 contre l'Angleterre",2,0,"https://fr.wikipedia.org//w/index.php?title=Alphonse_Puig&action=edit&redlink=1"
"Bernard Bergès",200,"le 23 janvier 1926 contre l'Irlande","le 23 janvier 1926 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Bernard_Berg%C3%A8s"
"Clément Dulaurens",201,"le 23 janvier 1926 contre l'Irlande","le 23 février 1929 contre le pays de Galles",3,0,"https://fr.wikipedia.org//w/index.php?title=Cl%C3%A9ment_Dulaurens&action=edit&redlink=1"
"René Graciet",202,"le 23 janvier 1926 contre l'Irlande","le 21 avril 1930 contre le pays de Galles",6,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Graciet"
"Vincent Graule",203,"le 23 janvier 1926 contre l'Irlande","le 19 avril 1931 contre l'Allemagne",6,0,"https://fr.wikipedia.org//wiki/Vincent_Graule"
"Jean Revillon",204,"le 23 janvier 1926 contre l'Irlande","le 22 janvier 1927 contre l'Écosse",3,0,"https://fr.wikipedia.org//w/index.php?title=Jean_Revillon&action=edit&redlink=1"
"Honoré Laffont",205,"le 5 avril 1926 contre le pays de Galles","le 5 avril 1926 contre le pays de Galles",1,0,"https://fr.wikipedia.org//w/index.php?title=Honor%C3%A9_Laffont&action=edit&redlink=1"
"Joseph Sayrou",206,"le 5 avril 1926 contre le pays de Galles","le 28 avril 1929 contre l'Allemagne",9,0,"https://fr.wikipedia.org//wiki/Joseph_Sayrou"
"Édouard Bader",207,"le 26 décembre 1926 contre les Māori de Nouvelle-Zélande","le 22 janvier 1927 contre l'Écosse",3,0,"https://fr.wikipedia.org//wiki/%C3%89douard_Bader"
"René Bousquet",208,"le 26 décembre 1926 contre les Māori de Nouvelle-Zélande","le 21 avril 1930 contre le pays de Galles",9,3,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Bousquet_(rugby)"
"Alfred Prevost",209,"le 26 décembre 1926 contre les Māori de Nouvelle-Zélande","le 26 février 1927 contre le pays de Galles",4,3,"https://fr.wikipedia.org//w/index.php?title=Alfred_Prevost&action=edit&redlink=1"
"Joseph Sourgens",210,"le 26 décembre 1926 contre les Māori de Nouvelle-Zélande","le 26 décembre 1926 contre les Māori de Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//w/index.php?title=Joseph_Sourgens&action=edit&redlink=1"
"Ernest Vila",211,"le 26 décembre 1926 contre les Māori de Nouvelle-Zélande","le 26 décembre 1926 contre les Māori de Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//w/index.php?title=Ernest_Vila&action=edit&redlink=1"
"Robert Hutin",212,"le 1er janvier 1927 contre l'Irlande","le 26 février 1927 contre le pays de Galles",3,3,"https://fr.wikipedia.org//w/index.php?title=Robert_Hutin&action=edit&redlink=1"
"Maixent Piquemal",213,"le 1er janvier 1927 contre l'Irlande","le 21 avril 1930 contre le pays de Galles",9,0,"https://fr.wikipedia.org//wiki/Maixent_Piquemal"
"Edmond Vellat",214,"le 1er janvier 1927 contre l'Irlande","le 22 janvier 1928 contre l'Australie",5,15,"https://fr.wikipedia.org//wiki/Edmond_Vellat"
"Robert Houdet",215,"le 22 janvier 1927 contre l'Écosse","le 22 février 1930 contre l'Angleterre",10,21,"https://fr.wikipedia.org//wiki/Robert_Houdet"
"Jean Carbonne",216,"le 26 février 1927 contre le pays de Galles","le 26 février 1927 contre le pays de Galles",1,0,"https://fr.wikipedia.org//w/index.php?title=Jean_Carbonne&action=edit&redlink=1"
"André Verger",217,"le 26 février 1927 contre le pays de Galles","le 9 avril 1928 contre le pays de Galles",7,8,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Verger"
"Albert Cazenave",218,"le 2 avril 1927 contre l'Angleterre","le 18 mars 1928 contre l'Allemagne",5,3,"https://fr.wikipedia.org//wiki/Albert_Cazenave"
"Jean Galia",219,"le 2 avril 1927 contre l'Angleterre","le 19 avril 1931 contre l'Allemagne",20,9,"https://fr.wikipedia.org//wiki/Jean_Galia"
"Georges Gérald",220,"le 2 avril 1927 contre l'Angleterre","le 19 avril 1931 contre l'Allemagne",17,4,"https://fr.wikipedia.org//wiki/Georges_G%C3%A9rald"
"André Loury",221,"le 2 avril 1927 contre l'Angleterre","le 28 janvier 1928 contre l'Irlande",6,0,"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Loury&action=edit&redlink=1"
"Jean Morère",222,"le 2 avril 1927 contre l'Angleterre","le 22 janvier 1928 contre l'Australie",4,0,"https://fr.wikipedia.org//wiki/Jean_Mor%C3%A8re"
"Fernand Camicas",223,"le 15 mai 1927 contre l'Allemagne","le 1er 1929 contre l'Angleterre",10,0,"https://fr.wikipedia.org//w/index.php?title=Fernand_Camicas&action=edit&redlink=1"
"Paul Descamps",224,"le 15 mai 1927 contre l'Allemagne","le 15 mai 1927 contre l'Allemagne",1,0,"https://fr.wikipedia.org//w/index.php?title=Paul_Descamps&action=edit&redlink=1"
"Maurice Larrieux",225,"le 15 mai 1927 contre l'Allemagne","le 15 mai 1927 contre l'Allemagne",1,0,"https://fr.wikipedia.org//w/index.php?title=Maurice_Larrieux&action=edit&redlink=1"
"Gérald Branca",226,"le 2 janvier 1928 contre l'Écosse","le 19 janvier 1929 contre l'Écosse",3,0,"https://fr.wikipedia.org//wiki/G%C3%A9rald_Branca"
"André Camel",227,"le 2 janvier 1928 contre l'Écosse","le 24 mars 1935 contre l'Allemagne",16,6,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Camel"
"Edouard Coulon",228,"le 2 janvier 1928 contre l'Écosse","le 2 janvier 1928 contre l'Écosse",1,0,"https://fr.wikipedia.org//w/index.php?title=Edouard_Coulon&action=edit&redlink=1"
"Georges Daudignon",229,"le 2 janvier 1928 contre l'Écosse","le 2 janvier 1928 contre l'Écosse",1,0,"https://fr.wikipedia.org//w/index.php?title=Georges_Daudignon&action=edit&redlink=1"
"Henri Haget",230,"le 2 janvier 1928 contre l'Écosse","le 6 avril 1930 contre l'Allemagne",2,6,"https://fr.wikipedia.org//wiki/Henri_Haget"
"Louis Magnol",231,"le 2 janvier 1928 contre l'Écosse","le 1er avril 1929 contre l'Angleterre",4,0,"https://fr.wikipedia.org//w/index.php?title=Louis_Magnol&action=edit&redlink=1"
"Raoul Bonamy",232,"le 22 janvier 1928 contre l'Australie","le 28 janvier 1928 contre l'Irlande",2,3,"https://fr.wikipedia.org//wiki/Raoul_Bonamy"
"Louis Pellissier",233,"le 22 janvier 1928 contre l'Australie","le 9 avril 1928 contre le pays de Galles",5,0,"https://fr.wikipedia.org//w/index.php?title=Louis_Pellissier&action=edit&redlink=1"
"Georges Vaills",234,"le 22 janvier 1928 contre l'Australie","le 28 avril 1929 contre l'Allemagne",2,0,"https://fr.wikipedia.org//w/index.php?title=Georges_Vaills&action=edit&redlink=1"
"Jean Duhau",235,"le 28 janvier 1928 contre l'Irlande","le 26 mars 1933 contre l'Allemagne",7,14,"https://fr.wikipedia.org//wiki/Jean_Duhau"
"Jean Jardel",236,"le 28 janvier 1928 contre l'Irlande","le 25 février 1928 contre l'Angleterre",2,0,"https://fr.wikipedia.org//w/index.php?title=Jean_Jardel_(rugby_%C3%A0_XV)&action=edit&redlink=1"
"Henri Lacaze",237,"le 28 janvier 1928 contre l'Irlande","le 23 février 1929 contre le pays de Galles",5,0,"https://fr.wikipedia.org//wiki/Henri_Lacaze_(rugby_%C3%A0_XV)"
"Jules Hauc",238,"le 25 février 1928 contre l'Angleterre","le 28 avril 1929 contre l'Allemagne",5,6,"https://fr.wikipedia.org//wiki/Jules_Hauc"
"Lucien Serin",239,"le 25 février 1928 contre l'Angleterre","le 6 avril 1931 contre l'Angleterre",12,3,"https://fr.wikipedia.org//wiki/Lucien_Serin"
"Richard Majerus",240,"le 9 avril 1928 contre le pays de Galles","le 21 avril 1930 contre le pays de Galles",8,6,"https://fr.wikipedia.org//wiki/Richard_Majerus"
"Georges Caussarieu",241,"le 31 décembre 1928 contre l'Irlande","le 31 décembre 1928 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Georges_Caussarieu"
"Robert Sarrade",242,"le 31 décembre 1928 contre l'Irlande","le 31 décembre 1928 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Robert_Sarrade"
"Joseph Augé",243,"le 19 janvier 1929 contre l'Écosse","le 23 février 1929 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Joseph_Aug%C3%A9"
"Marcel Camel",244,"le 19 janvier 1929 contre l'Écosse","le 1er avril 1929 contre l'Angleterre",2,3,"https://fr.wikipedia.org//wiki/Marcel_Camel"
"Albert Domec",245,"le 23 février 1929 contre le pays de Galles","le 23 février 1929 contre le pays de Galles",1,0,"https://fr.wikipedia.org//wiki/Albert_Domec"
"Paul Barrère",246,"le 28 avril 1929 contre l'Allemagne","le 28 février 1931 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Paul_Barr%C3%A8re"
"André Clady",247,"le 28 avril 1929 contre l'Allemagne","le 19 avril 1931 contre l'Allemagne",5,8,"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Clady&action=edit&redlink=1"
"Amédée Cutzach",248,"le 28 avril 1929 contre l'Allemagne","le 28 avril 1929 contre l'Allemagne",1,0,"https://fr.wikipedia.org//w/index.php?title=Am%C3%A9d%C3%A9e_Cutzach&action=edit&redlink=1"
"André Duche",249,"le 28 avril 1929 contre l'Allemagne","le 28 avril 1929 contre l'Allemagne",1,9,"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Duche&action=edit&redlink=1"
"Marcel Soler",250,"le 28 avril 1929 contre l'Allemagne","le 28 avril 1929 contre l'Allemagne",1,6,"https://fr.wikipedia.org//w/index.php?title=Marcel_Soler&action=edit&redlink=1"
"Albert Ambert",251,"le 1er janvier 1930 contre l'Écosse","le 21 avril 1930 contre le pays de Galles",5,11,"https://fr.wikipedia.org//wiki/Albert_Ambert"
"Charles Bigot",252,"le 1er janvier 1930 contre l'Écosse","le 24 janvier 1931 contre l'Écosse",4,0,"https://fr.wikipedia.org//wiki/Charles_Bigot_(rugby_%C3%A0_XV)"
"Joseph Choy",253,"le 1er janvier 1930 contre l'Écosse","le 1er novembre 1936 contre l'Allemagne",10,3,"https://fr.wikipedia.org//wiki/Joseph_Choy"
"Robert Samatan",254,"le 1er janvier 1930 contre l'Écosse","le 19 avril 1931 contre l'Allemagne",10,9,"https://fr.wikipedia.org//wiki/Robert_Samatan"
"Fernand Taillantou",255,"le 25 janvier 1930 contre l'Irlande","le 21 avril 1930 contre le pays de Galles",3,9,"https://fr.wikipedia.org//wiki/Fernand_Taillantou"
"Léopold Fabre",256,"le 6 avril 1930 contre l'Allemagne","le 6 avril 1930 contre l'Allemagne",1,0,"https://fr.wikipedia.org//wiki/L%C3%A9opold_Fabre"
"Lucien Augras",257,"le 1er janvier 1931 contre l'Irlande","le 28 février 1931 contre le pays de Galles",3,0,"https://fr.wikipedia.org//wiki/Lucien_Augras"
"Ernest Camo",258,"le 1er janvier 1931 contre l'Irlande","le 17 avril 1932 contre l'Allemagne",6,0,"https://fr.wikipedia.org//wiki/Ernest_Camo"
"Maurice Porra",259,"le 1er janvier 1931 contre l'Irlande","le 1er janvier 1931 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Maurice_Porra"
"Marius Rodrigo",260,"le 1er janvier 1931 contre l'Irlande","le 28 février 1931 contre le pays de Galles",23,0,"https://fr.wikipedia.org//w/index.php?title=Marius_Rodrigo&action=edit&redlink=1"
"Maurice Savy",261,"le 1er janvier 1931 contre l'Irlande","le 17 mai 1936 contre l'Allemagne",5,0,"https://fr.wikipedia.org//wiki/Maurice_Savy"
"Léopold Servole",262,"le 1er janvier 1931 contre l'Irlande","le 24 mars 1935 contre l'Allemagne",7,4,"https://fr.wikipedia.org//wiki/L%C3%A9opold_Servole"
"Antoine Duclos",263,"le 24 janvier 1931 contre l'Écosse","le 24 janvier 1931 contre l'Écosse",1,0,"https://fr.wikipedia.org//w/index.php?title=Antoine_Duclos&action=edit&redlink=1"
"Max Rousié",264,"le 24 janvier 1931 contre l'Écosse","le 26 mars 1933 contre l'Allemagne",4,9,"https://fr.wikipedia.org//wiki/Max_Rousi%C3%A9"
"Robert Scohy",265,"le 24 janvier 1931 contre l'Écosse","le 19 avril 1931 contre l'Allemagne",4,3,"https://fr.wikipedia.org//wiki/Robert_Scohy"
"Georges Clément",266,"le 28 février 1931 contre le pays de Galles","le 28 février 1931 contre le pays de Galles",1,0,"https://fr.wikipedia.org//w/index.php?title=Georges_Cl%C3%A9ment_(rugby_%C3%A0_XV)&action=edit&redlink=1"
